Type of thread,Thread Id,Number of Operations,Worst Case Time,LHT Time,Lock Opportunity
find,0,204018,3.008,6265.222,6286.0
find,0,205079,4.81,6265.867,6296.0
find,1,203008,3.173,6265.12,6277.0
insert,0,28285873,2.221,3220.648,6313.0
insert,0,28297487,0.063,3220.915,6307.0
insert,1,28384379,2.786,3226.433,6279.0
insert,1,28346560,1.674,3224.236,6275.0
insert,1,28329568,2.545,3224.074,6286.0
