Type of thread,Thread Id,Number of Operations,Worst Case Time,LHT Time,Lock Opportunity
find,0,210052,3.074,6264.614,6287.0
find,0,205466,2.297,6264.89,6286.0
find,0,204203,3.1,6265.913,6291.0
find,1,204358,4.632,6265.473,6304.0
insert,0,28350339,0.325,3219.769,6315.0
insert,1,28348155,0.04,3212.423,6292.0
insert,1,28332680,0.081,3211.782,6269.0
insert,1,28300008,2.008,3214.948,6272.0
