Type of thread,Thread Id,Number of Operations,Worst Case Time,LHT Time,Lock Opportunity
find,0,203286,4.684,6265.118,6286.0
insert,0,28324348,0.345,3223.423,6290.0
insert,0,28327419,2.573,3228.386,6285.0
insert,0,28332689,2.942,3228.658,6298.0
insert,1,28414715,0.274,3226.224,6283.0
insert,1,28354019,0.041,3229.118,6303.0
insert,1,28442384,2.91,3229.977,6294.0
insert,1,28433989,1.478,3227.877,6287.0
