Type of thread,Thread Id,Number of Operations,Worst Case Time,LHT Time,Lock Opportunity
find,0,52712710,1.053,835.658,6285.0
find,0,52707399,2.91,836.994,6297.0
find,0,52749607,0.015,834.39,6290.0
find,0,52734946,0.059,833.752,6289.0
find,1,206098,2.057,6264.808,6286.0
insert,1,28425989,0.047,3219.219,6285.0
insert,1,28359164,2.878,3231.128,6297.0
insert,1,28366628,3.132,3225.8,6289.0
