Type of thread,Thread Id,Number of Operations,Worst Case Time,LHT Time,Lock Opportunity
find,0,52846245,0.042,835.012,6292.0
find,0,52719377,0.017,833.052,6291.0
find,0,52893416,0.103,835.068,6295.0
find,0,51381823,0.03,811.164,6291.0
find,1,52826119,0.032,834.585,6288.0
find,1,52873318,0.016,835.124,6288.0
find,1,52873300,0.016,835.488,6289.0
find,1,52803256,0.015,835.295,6289.0
