Type of thread,Thread Id,Number of Operations,Number of Entries,Total Time,Worst Case Time
find,0,14604974,0,4.938,3416.364
find,0,23922377,0,2.923,5607.407
find,0,23802738,0,0.093,5579.235
find,1,24259032,0,0.07,5563.625
find,1,24158858,0,4.622,5545.266
insert,0,25478201,25478201,0.06,1009.498
insert,1,23309194,23309194,0.047,859.323
new,1,25052362,25052362,0.041,920.467
