Type of thread,Thread Id,Number of Operations,Worst Case Time,LHT Time,Lock Opportunity
find,0,212896,3.021,6265.746,6310.0
find,0,207974,1.87,6264.846,6315.0
find,0,210243,4.046,6265.477,6302.0
find,1,202600,0.377,6264.99,6255.0
find,1,205494,1.317,6266.104,6283.0
insert,0,28156407,0.325,3213.814,6277.0
insert,1,28283500,0.054,3214.664,6270.0
insert,1,28256709,2.863,3219.674,6309.0
