Type of thread,Thread Id,Number of Operations,Worst Case Time,LHT Time,Lock Opportunity
find,1,52772129,0.017,835.175,6291.0
find,1,52788450,0.017,834.292,6288.0
find,1,52758407,0.018,833.395,6290.0
find,1,52754320,0.014,833.882,6293.0
insert,0,28355709,4.255,3228.324,6289.0
insert,0,28352252,2.947,3230.651,6292.0
insert,0,28371291,0.484,3225.566,6290.0
insert,0,28419432,0.037,3221.511,6292.0
