Type of thread,Thread Id,Number of Operations,Number of Entries,Total Time,Worst Case Time
find,0,29728459,0,3.483,5991.446
find,0,29783249,0,0.049,5969.804
find,0,29540957,0,0.064,6030.668
find,0,29769001,0,0.065,5981.474
find,0,29682143,0,0.121,5990.585
find,0,29734269,0,0.074,5990.012
insert,0,28990927,28990927,0.078,1099.729
