Type of thread,Thread Id,Worst Case Bucket,Worst Case Time,Total Time,Number of Operations
0,1.158,81.688,0,440936
1,9.922,4263.51,112974692,113415680
2,4.393,85.21,0,441000
3,3.594,79.797,0,441636
