Type of thread,Thread Id,Worst Case Bucket,Worst Case Time,Total Time,Number of Operations
0,4.767,118.93,0,835538
1,6.268,2807.59,76680196,77519210
2,3.884,118.883,0,835824
3,3.858,112.099,0,837858
4,1.045,117.768,0,838996
5,16.413,130.746,0,834682
6,2.08,113.648,0,837838
7,0.458,107.756,0,838824
