Type of thread,Thread Id,Worst Case Bucket,Worst Case Time,Total Time,Number of Operations
0,0.452,12.154,0,57616
1,5.204,3790.966,133040502,133098454
2,0.632,14.079,0,57960
3,1.306,13.507,0,57910
