Type of thread,Thread Id,Worst Case Bucket,Worst Case Time,Total Time,Number of Operations
0,6.769,300.195,0,1582760
1,16.08,2836.073,55804490,57386080
2,8.887,328.624,0,1581534
3,10.757,325.425,0,1583924
