Type of thread,Thread Id,Number of Operations,Number of Entries,Total Time,Worst Case Time
find,0,3261652,0,31.933,3913.371
find,0,2221184,0,31.931,2990.246
find,1,3345852,0,37.251,7700.173
find,1,3340134,0,21.316,10094.949
find,2,15704305,0,0.034,19131.424
find,2,14238833,0,0.056,17802.299
find,3,5839010,0,0.021,3536.991
insert,0,182717,182717,0.017,33.969
insert,0,64043,64043,0.005,13.519
insert,1,30826,30826,21.289,49.259
insert,1,34052,34052,0.003,7.626
insert,2,65621,65621,0.011,14.365
insert,2,67149,67149,0.004,14.085
insert,3,28517,28517,0.002,6.428
insert,3,179664,179664,0.017,34.373
insert,3,24744,24744,0.011,5.54
