Type of thread,Thread Id,Number of Operations,Worst Case Time,LHT Time
find,0,12637677,2524.379,2524.379
find,0,2152271,507.386,507.386
find,1,19654705,5114.782,5114.782
find,1,23030074,5996.618,5996.618
find,1,172645004,47074.754,47074.754
insert,0,2066512,249.416,249.416
insert,0,2021399,240.199,240.199
insert,1,2636848,314.899,314.899
