Type of thread,Thread Id,Number of Operations,Worst Case Time,LHT Time,Lock Opportunity
find,0,8206242,0.011,10047.144,15234
find,0,8001977,0.03,10052.188,15234
find,1,7640796,0.066,23211.439,15234
find,1,1826897,0.035,2529.875,15234
find,1,3379854,0.033,2924.349,15234
find,1,298,0.014,1.221,15234
insert,0,7009,0.046,0.454,15234
insert,0,2586,0.038,0.213,15234
