Type of thread,Thread Id,Number of Operations,Worst Case Time,LHT Time
find,0,67530466,30727.664,30727.664
find,0,41375258,18643.189,18643.189
find,0,49598541,22293.086,22293.086
insert,0,296758,34.981,34.981
insert,1,421649,48.602,48.602
insert,1,275264,32.361,32.361
insert,1,345040,41.076,41.076
insert,1,156401,21.695,21.695
