Type of thread,Thread Id,Number of Operations,Worst Case Time,LHT Time,Lock Opportunity
find,0,1004205,1.14,30583.814,14077
find,0,1905304,0.797,15466.111,14077
find,0,585582,0.384,3789.533,14077
insert,0,201484,0.103,15.654,14077
insert,1,186058,0.036,14.274,14077
insert,1,275378,0.025,20.609,14077
insert,1,119579,0.018,10.853,14077
insert,1,313642,0.035,22.55,14077
