Type of thread,Thread Id,Number of Operations,Worst Case Time,LHT Time
find,1,219573344,62708.109,62708.109
insert,0,1362242,145.639,145.639
insert,0,1044012,111.942,111.942
insert,0,1459304,155.188,155.188
insert,0,617282,74.968,74.968
insert,1,924744,100.952,100.952
insert,1,1044005,113.073,113.073
insert,1,1003944,109.504,109.504
