Type of thread,Thread Id,Number of Operations,Worst Case Time,LHT Time
find,0,111444584,34739.273,34739.273
find,0,93426779,29064.721,29064.721
find,0,1928331,642.861,642.861
find,1,2086556,368.635,368.635
find,1,2785846,492.403,492.403
insert,0,344980,4.881,4.881
insert,1,458225,6.657,6.657
insert,1,353134,5.112,5.112
