Type of thread,Thread Id,Number of Operations,Number of Entries,Total Time,Worst Case Time
find,0,171218,0,21.296,275.836
find,0,42103,0,21.291,98.883
find,0,2273905,0,26.614,5408.758
find,1,7115428,0,0.023,9381.334
find,1,1627290,0,0.023,2098.815
find,1,138812,0,0.018,220.411
find,2,20150099,0,0.04,18411.803
find,2,24131392,0,0.053,21960.623
find,2,936563,0,0.056,887.471
find,3,5413850,0,0.02,2242.856
find,3,5075545,0,0.026,2105.082
insert,0,25987,25987,0.002,5.757
insert,1,25071,25071,0.008,5.626
insert,2,31947,31947,0.002,7.099
insert,3,51311,51311,0.007,11.232
insert,3,24009,24009,0.002,5.595
