Type of thread,Thread Id,Number of Operations,Worst Case Time,LHT Time
find,0,44996357,16135.804,16135.804
find,0,39152685,14383.768,14383.768
find,0,26736044,10010.246,10010.246
find,1,22265793,10598.505,10598.505
find,1,6001829,2606.808,2606.808
find,1,35263788,15659.464,15659.464
insert,0,60679,7.073,7.073
insert,1,44995,5.235,5.235
