Type of thread,Thread Id,Number of Operations,Worst Case Time,LHT Time,Lock Opportunity
find,0,940216,0.106,6510.012,14069
find,0,253871,0.093,1742.517,14069
find,1,1824699,0.366,19043.756,14069
find,1,1350270,0.249,4962.312,14069
find,1,2283006,0.22,17657.354,14069
insert,0,78520,0.023,6.344,14069
insert,0,58434,0.042,5.181,14069
insert,1,40470,0.043,4.175,14069
