Type of thread,Thread Id,Number of Operations,Worst Case Time,LHT Time
find,0,15795400,0.005,195.845
find,0,87526751,0.013,1055.076
find,0,5213028,0.078,66.636
find,0,23169962,0.006,285.233
find,1,122259092,0.037,1475.797
find,1,76070306,0.023,933.14
find,1,29929935,0.02,373.337
find,1,177097898,0.016,2150.032
