Type of thread,Thread Id,Number of Operations,Worst Case Time,LHT Time
find,0,13674722,2638.543,2638.543
find,0,8914504,1878.947,1878.947
find,0,5509839,1249.295,1249.295
find,1,12582415,3068.493,3068.493
find,1,19126198,4540.88,4540.88
find,1,181794449,42236.363,42236.363
insert,0,2872475,41.703,41.703
insert,1,2089252,29.573,29.573
