Type of thread,Thread Id,Number of Operations,Worst Case Time,LHT Time
find,0,19371199,0.114,56199.531
find,0,455831,0.029,1186.806
find,1,1483215,0.089,7398.728
find,1,3623,0.017,17.684
find,1,3278074,0.027,8978.82
find,1,4593169,0.059,10113.565
insert,0,1788,0.002,0.03
insert,0,1375,0.002,0.025
