Type of thread,Thread Id,Number of Operations,Worst Case Time,LHT Time
find,0,37430370,12674.103,12674.103
find,0,50211094,17531.176,17531.176
find,0,41856739,14616.817,14616.817
find,1,18902930,3102.823,3102.823
find,1,72421390,12287.897,12287.897
insert,0,2698151,315.46,315.46
insert,1,4721407,534.64,534.64
insert,1,2062664,264.684,264.684
