Type of thread,Thread Id,Number of Operations,Worst Case Time,LHT Time
insert,0,18959509,281.696,281.696
insert,0,27293232,402.424,402.424
insert,0,19870835,282.518,282.518
insert,0,18623066,275.525,275.525
insert,1,19789135,294.028,294.028
insert,1,26267379,385.201,385.201
insert,1,26191270,387.65,387.65
insert,1,17050162,236.699,236.699
