Type of thread,Thread Id,Number of Operations,Worst Case Time,LHT Time
find,1,39442133,0.851,18734.543
find,1,29847986,2.087,14448.991
find,1,21544342,1.408,11103.414
insert,0,8820362,0.016,126.558
insert,0,13641883,0.019,194.945
insert,0,9299325,0.057,129.07
insert,0,11044828,0.255,162.307
insert,1,12234936,0.019,177.209
