Type of thread,Thread Id,Number of Operations,Worst Case Time,LHT Time
find,0,2771,0.013,3.671
find,0,11309712,0.045,11561.202
find,0,4205976,0.174,4229.906
find,0,7994053,0.057,6025.388
find,1,4244301,0.046,2483.889
find,1,40775071,0.048,39993.379
find,1,17158378,0.081,14277.188
insert,1,1128,0.0,0.019
