Type of thread,Thread Id,Number of Operations,Worst Case Time,LHT Time,Lock Opportunity
find,1,1104721,0.533,26050.838,14066
find,1,222653,0.665,5238.721,14066
find,1,792640,0.598,18532.955,14066
insert,0,269127,0.065,21.242,14066
insert,0,345965,0.034,26.521,14066
insert,0,201654,0.044,16.705,14066
insert,0,266793,0.039,20.714,14066
insert,1,349773,0.033,26.469,14066
