Type of thread,Thread Id,Number of Operations,Worst Case Time,LHT Time
find,0,28922,0.782,3566.806
find,0,40697,0.591,4389.233
find,0,534510,0.888,41983.496
find,0,299406,1.002,36364.105
insert,1,24273,0.003,0.375
insert,1,23084,0.004,0.346
insert,1,22921,0.0,0.329
insert,1,15933,0.0,0.226
