Type of thread,Thread Id,Number of Operations,Worst Case Time,LHT Time
find,0,10261990,0.056,35602.984
find,0,7517196,0.096,17571.787
find,1,2327144,0.025,4080.465
find,1,11594402,0.095,26170.047
insert,0,554,0.0,0.01
insert,0,521,0.0,0.01
insert,1,452,0.002,0.008
insert,1,789,0.0,0.013
