Type of thread,Thread Id,Number of Operations,Worst Case Time,LHT Time,Lock Opportunity
find,0,3834773,0.171,29704.1,14368
find,0,3711279,0.161,9124.996,14368
find,0,3951027,0.056,7143.441,14368
find,0,1261582,0.184,3033.518,14368
find,1,612736,0.063,623.217,14368
insert,1,4983,0.042,0.624,14368
insert,1,13810,0.035,1.189,14368
insert,1,13052,0.035,1.139,14368
