Type of thread,Thread Id,Number of Operations,Number of Entries,Total Time,Worst Case Time
find,0,4972642,0,26.61,4219.113
find,0,5558722,0,31.93,5215.506
find,0,2356055,0,26.609,1779.169
find,1,26773879,0,0.034,12410.844
find,1,7030641,0,0.027,3651.519
find,1,21806192,0,0.024,10096.973
find,2,17525178,0,0.155,6739.112
find,2,20571597,0,0.027,7955.012
insert,0,76633,76633,0.017,10.644
insert,1,72984,72984,21.289,34.416
insert,2,40263,40263,21.288,50.417
insert,2,37813,37813,0.017,7.822
