Type of thread,Thread Id,Number of Operations,Worst Case Time,LHT Time,Lock Opportunity
find,0,827203,0.466,8930.204,14032
find,0,37805,0.218,1717.365,14032
find,0,323246,0.312,7016.734,14032
find,0,439742,0.172,22373.312,14032
find,1,1420138,0.144,2086.172,14032
find,1,536625,0.09,1603.556,14032
find,1,2478481,0.071,6235.548,14032
insert,1,67654,0.037,5.553,14032
