Type of thread,Thread Id,Number of Operations,LHT Time,Lock Opportunity
find,0,3671,1417.096
find,0,3889,1489.118
find,0,4241,1506.586
find,1,4199,672.229
find,1,4188,639.515
find,1,3678,584.97
find,2,4155,1335.327
find,2,4313,1394.086
find,2,3860,1362.985
insert,0,100571,21.684
insert,1,3434,1.465
insert,2,111215,23.478
insert,3,3455,1.849
insert,3,3843,2.088
insert,3,3942,1.694
insert,3,4552,1.878
insert,4,145121,26.22
insert,4,113068,22.293
insert,4,99461,21.271
insert,4,138573,27.409
insert,5,3555,2.375
insert,5,4500,2.07
insert,5,4610,2.264
insert,5,4569,2.777
insert,6,109409,23.302
insert,6,94560,21.883
insert,6,119476,25.341
insert,6,130513,25.893
insert,7,4014,2.624
insert,7,4076,2.377
insert,7,3709,2.124
insert,7,4708,3.759
