Type of thread,Thread Id,Number of Operations,LHT Time,Lock Opportunity
find,0,4567,3546.812
find,0,4639,3547.621
find,0,4590,3548.186
find,1,4432,3546.889
find,1,4449,3545.732
find,1,4402,3548.25
find,2,24223,5318.492
find,2,23141,5315.508
find,2,23792,5315.95
find,3,8573,5321.457
find,3,8601,5319.538
find,3,8735,5322.173
find,4,5237,3547.085
find,4,5088,3548.041
find,4,5070,3548.216
find,5,4421,3548.417
find,5,4469,3548.26
find,5,4383,3548.683
find,6,23740,5317.143
find,6,23672,5319.166
find,6,23236,5319.47
insert,0,6363752,1485.093
insert,1,6408360,1322.654
insert,2,8579573,2123.168
insert,3,9919501,2239.63
insert,4,6714460,1327.077
insert,5,6173116,1485.116
insert,6,8194434,2390.305
insert,7,9181527,2488.186
insert,7,10037856,2041.804
insert,7,10210397,2055.24
insert,7,9965205,2063.577
insert,8,6202399,1473.365
insert,8,6118621,1567.961
insert,8,6182222,1498.32
insert,8,6707028,1312.904
insert,9,6826024,1355.968
insert,9,6478507,1461.162
insert,9,6621331,1435.697
insert,9,5989125,1675.34
