2,[],[]
4,"[[8053, 7147, 10984, 7817, 9312, 9909, 7688, 9286, 9025, 7804, 7970, 7508]]","[[8068, 7660, 11283, 8058, 5458, 8130, 5658, 11286, 6332]]","[[9427, 8866, 10497, 9617, 8869, 10607]]","[[8273, 9884, 9235]]"
8,"[[5005, 5049, 4537, 4646, 4502, 3846, 4271, 4750, 4767, 5725, 4650, 4684, 4568, 3950, 5692, 4448, 4149, 4290, 4818, 4309, 4837, 3818, 4270, 4334]]","[[4295, 4179, 4286, 4259, 4505, 4362, 4240, 4313, 4227, 4356, 4189, 4388, 4196, 4280, 4144, 4307, 4258, 4378, 4302, 4579, 4188]]","[[4291, 4387, 4284, 3454, 4130, 4562, 3636, 4863, 4127, 4081, 4972, 4049, 3972, 4612, 4678, 4294, 4555, 5200]]","[[5523, 5172, 4230, 4788, 4226, 5668, 5939, 4462, 4845, 4361, 4378, 3753, 4356, 4548, 5626]]","[[4050, 5919, 4008, 4582, 3734, 4823, 5007, 4996, 4168, 4655, 4826, 5305]]","[[4155, 4199, 4188, 3678, 4313, 3671, 3889, 4241, 3860]]","[[4298, 4342, 4249, 3554, 3802, 4447]]","[[3963, 4147, 4540]]"
10,"[[3020, 3785, 4148, 4022, 4207, 3137, 3849, 2978, 3340, 3444, 3340, 2829, 3042, 2535, 4235, 3343, 2605, 3410, 3641, 3759, 4458, 4121, 4234, 4037, 3982, 4165, 4153, 3559, 4853, 3656]]","[[3407, 3071, 2868, 3685, 3804, 3847, 3786, 3508, 3403, 4258, 3987, 3663, 4045, 3435, 3125, 3547, 3488, 3406, 3868, 3312, 4208, 3820, 3579, 4071, 3953, 4043, 3540]]","[[2531, 2961, 3147, 3785, 4090, 3361, 3586, 2919, 3345, 3432, 3903, 3635, 2730, 3882, 3823, 4248, 3803, 2712, 4128, 3384, 3186, 3773, 3398, 2751]]","[[3015, 2797, 3553, 3684, 3827, 4324, 3278, 3020, 3591, 3565, 3086, 3171, 3324, 4216, 2780, 3131, 3992, 3633, 4343, 3743, 3213]]","[[2687, 3841, 4025, 4500, 4293, 3260, 3540, 3959, 2916, 3118, 3938, 3538, 3543, 3292, 3961, 2687, 4172, 2749]]","[[2726, 4345, 3879, 3967, 3267, 3414, 3122, 3633, 4128, 2892, 2752, 3554, 3309, 3557, 3478]]","[[4146, 3187, 3322, 3799, 2838, 3589, 2794, 4079, 3283, 3925, 3118, 3844]]","[[3247, 3934, 2564, 2652, 3267, 4302, 2435, 3269, 2911]]","[[3153, 3038, 3286, 3590, 3356, 3507]]","[[3062, 3033, 2976]]"
