Type of thread,Thread Id,Number of Operations,LHT Time,Lock Opportunity
find,0,4655,801.04
find,0,4826,767.785
find,0,5305,828.827
find,1,4050,615.105
find,1,4996,679.168
find,1,4168,727.246
find,2,4008,623.306
find,2,3734,652.005
find,2,4823,779.818
find,3,5919,823.997
find,3,4582,613.632
find,3,5007,702.512
insert,0,4584,2.408
insert,1,4624,2.211
insert,2,3217,1.856
insert,3,3452,1.765
insert,4,4749,2.157
insert,4,4490,1.888
insert,4,3879,1.989
insert,4,4664,2.219
insert,5,3959,2.368
insert,5,4250,2.048
insert,5,3656,2.772
insert,5,4673,2.565
insert,6,5124,2.316
insert,6,4392,2.262
insert,6,4803,2.778
insert,6,5076,2.182
insert,7,4473,2.222
insert,7,4616,2.736
insert,7,4607,2.216
insert,7,3592,2.988
