Type of thread,Thread Id,Number of Operations,LHT Time,Lock Opportunity
find,0,4646,239.076
find,0,4271,227.391
find,0,4448,217.183
find,1,4537,229.809
find,1,4650,237.094
find,1,4290,208.658
find,2,5049,255.08
find,2,5725,293.015
find,2,4818,286.94
find,3,5005,261.923
find,3,5692,297.898
find,3,4837,233.408
find,4,4684,211.839
find,4,3950,172.665
find,4,4309,204.88
find,5,4750,237.347
find,5,4767,259.078
find,5,4568,247.244
find,6,4502,209.975
find,6,3846,190.764
find,6,4334,199.464
find,7,4149,224.881
find,7,3818,239.86
find,7,4270,218.025
insert,0,5418,2.247
insert,1,3439,1.561
insert,2,3450,1.675
insert,3,3725,1.542
insert,4,3571,1.509
insert,5,4505,2.044
insert,6,4163,1.7
insert,7,4267,2.214
