Type of thread,Thread Id,Number of Operations,LHT Time,Lock Opportunity
find,0,2720,3549.24
find,0,2676,3550.857
find,0,2705,3554.821
find,1,2835,3549.945
find,1,2733,3550.192
find,1,2866,3554.484
insert,0,4261741,1320.543
insert,1,4504181,1203.392
insert,2,6488446,2220.593
insert,2,6682223,2239.268
insert,2,6922073,1842.643
insert,2,7623453,1995.893
insert,3,7562700,1745.144
insert,3,7561315,1754.489
insert,3,5398017,2665.714
insert,3,7667119,1651.28
insert,4,4062811,1399.982
insert,4,3905489,1523.735
insert,4,3982564,1432.24
insert,4,3999483,1440.423
insert,5,4606020,1191.2
insert,5,4472579,1338.717
insert,5,4435688,1301.271
insert,5,4519543,1356.779
insert,6,5436701,2752.76
insert,6,6814282,1931.812
insert,6,6890663,1952.864
insert,6,6889244,1885.107
insert,7,6810150,1591.929
insert,7,5057768,2209.425
insert,7,6937869,2263.695
insert,7,6948469,2196.137
insert,8,3945108,1406.633
insert,8,3965071,1369.848
insert,8,3909496,1437.342
insert,8,4011131,1426.087
insert,9,4685276,1309.058
insert,9,4375906,1488.464
insert,9,4050674,1630.747
insert,9,4197545,1601.015
