Type of thread,Thread Id,Number of Operations,LHT Time,Lock Opportunity
find,0,2897,3547.884
find,0,2810,3550.247
find,0,2807,3552.046
find,1,2459,3550.012
find,1,2474,3545.882
find,1,2407,3548.215
find,2,8575,5320.453
find,2,7819,5318.869
find,2,8568,5321.499
insert,0,4650472,1202.575
insert,1,4085238,1212.919
insert,2,6262488,1597.239
insert,3,6512853,1862.293
insert,3,6549450,1837.486
insert,3,6634873,1782.277
insert,3,6488607,1850.772
insert,4,4488450,1213.933
insert,4,4813173,1135.026
insert,4,4585314,1249.668
insert,4,4596885,1225.071
insert,5,4065432,1315.942
insert,5,4023260,1338.775
insert,5,3703683,1435.65
insert,5,4007947,1358.622
insert,6,6382241,1780.13
insert,6,6482274,1751.05
insert,6,7064308,1433.251
insert,6,6455659,1579.146
insert,7,6566210,1870.102
insert,7,6442347,1779.967
insert,7,6441718,1823.311
insert,7,6471894,1837.016
insert,8,4551584,1219.67
insert,8,4023232,1486.582
insert,8,4412913,1294.529
insert,8,4043508,1461.861
insert,9,4563663,1455.021
insert,9,4481918,1428.717
insert,9,4809617,1281.87
insert,9,4428120,1469.272
