Type of thread,Thread Id,Number of Operations,LHT Time,Lock Opportunity
find,0,4342,876.143
find,0,4249,766.218
find,0,4447,903.918
find,1,4298,717.169
find,1,3554,761.817
find,1,3802,748.027
insert,0,4168,2.026
insert,1,3826,1.915
insert,2,4368,1.974
insert,2,3733,2.818
insert,2,3856,2.017
insert,2,4372,1.781
insert,3,4727,2.087
insert,3,4451,2.171
insert,3,4491,2.044
insert,3,4388,2.059
insert,4,4387,2.037
insert,4,4298,1.918
insert,4,3578,1.912
insert,4,3438,1.722
insert,5,4776,2.39
insert,5,4092,2.084
insert,5,4361,1.987
insert,5,4320,2.27
insert,6,4175,2.792
insert,6,3639,1.983
insert,6,3747,2.45
insert,6,3933,2.096
insert,7,3947,1.898
insert,7,4431,2.605
insert,7,3708,1.951
insert,7,3013,2.769
