Type of thread,Thread Id,Number of Operations,LHT Time,Lock Opportunity
find,0,4461,45.647
find,0,3628,46.665
find,0,4242,42.405
find,1,4991,196.023
find,1,4739,176.832
find,1,4507,151.03
insert,0,4075,2.827
insert,1,102078,20.818
insert,2,4579,4.345
insert,2,4422,3.035
insert,2,4514,2.687
insert,2,4177,1.763
insert,3,103247,20.432
insert,3,109214,19.753
insert,3,99902,19.954
insert,3,95010,19.176
insert,4,4048,1.705
insert,4,3841,1.883
insert,4,4141,1.701
insert,4,4022,1.63
insert,5,94239,19.048
insert,5,99444,18.069
insert,5,74469,20.116
insert,5,91170,19.243
insert,6,3263,2.156
insert,6,4417,2.092
insert,6,4223,2.255
insert,6,3638,1.852
insert,7,92707,20.083
insert,7,94431,19.338
insert,7,94520,19.918
insert,7,95677,20.778
