Type of thread,Thread Id,Number of Operations,LHT Time,Lock Opportunity
find,0,3876,41.191
find,0,2740,28.634
find,0,3791,39.734
find,1,3088,28.901
find,1,3738,39.854
find,1,3183,44.23
find,2,3590,46.078
find,2,3572,47.475
find,2,3194,33.268
find,3,2961,44.983
find,3,2923,41.263
find,3,3062,54.476
find,4,3353,28.019
find,4,2953,34.153
find,4,2992,24.179
find,5,2744,20.169
find,5,3704,27.218
find,5,3093,29.18
find,6,3060,28.109
find,6,3481,30.468
find,6,2764,24.778
find,7,3591,32.638
find,7,3183,30.934
find,7,3703,31.577
find,8,3243,26.146
find,8,3406,27.786
find,8,3558,27.437
insert,0,3294,2.339
insert,1,3654,1.814
insert,2,3870,1.874
insert,3,4313,1.476
insert,4,3357,1.421
insert,5,3208,2.336
insert,6,3758,1.937
insert,7,3600,1.731
insert,8,3163,1.622
insert,9,3601,1.875
insert,9,2642,1.398
insert,9,2735,1.867
insert,9,3009,1.056
