Type of thread,Thread Id,Number of Operations,LHT Time,Lock Opportunity
find,0,3329,32.499
find,0,3247,34.998
find,0,3886,38.69
find,1,2645,21.768
find,1,3008,27.581
find,1,2996,24.444
find,2,3121,27.097
find,2,3388,34.042
find,2,3132,35.074
find,3,3595,29.315
find,3,2930,27.167
find,3,3486,31.298
find,4,3127,24.02
find,4,3172,18.77
find,4,3632,24.645
find,5,3331,25.282
find,5,3716,27.023
find,5,2737,20.978
find,6,3143,41.3
find,6,3016,39.185
find,6,3722,42.333
insert,0,3437,1.747
insert,1,3332,2.129
insert,2,3647,2.727
insert,3,3601,1.543
insert,4,2545,1.376
insert,5,3026,2.066
insert,6,3872,1.718
insert,7,3478,2.967
insert,7,3388,1.969
insert,7,3325,2.091
insert,7,3151,1.608
insert,8,3055,1.858
insert,8,2919,1.357
insert,8,2887,1.746
insert,8,3384,1.634
insert,9,2986,1.892
insert,9,2973,1.822
insert,9,3147,1.681
insert,9,3148,1.473
