Type of thread,Thread Id,Number of Operations,LHT Time,Lock Opportunity
find,0,3420,34.631
find,0,4103,48.529
find,0,2514,32.57
find,1,3266,37.787
find,1,3199,32.338
find,1,2605,26.482
insert,0,3451,2.464
insert,1,2953,1.956
insert,2,2521,2.27
insert,2,4006,2.124
insert,2,2297,1.519
insert,2,3827,2.049
insert,3,3487,2.304
insert,3,2155,1.109
insert,3,3833,1.801
insert,3,2858,1.587
insert,4,3871,2.14
insert,4,4195,1.713
insert,4,3883,1.693
insert,4,2254,1.18
insert,5,2178,1.338
insert,5,3845,1.682
insert,5,3252,1.941
insert,5,3549,1.618
insert,6,2189,1.448
insert,6,2184,1.663
insert,6,3770,1.735
insert,6,3769,2.004
insert,7,3882,1.74
insert,7,2877,2.455
insert,7,3008,1.996
insert,7,3274,1.449
insert,8,3668,1.929
insert,8,2185,1.898
insert,8,2665,1.338
insert,8,3448,1.487
insert,9,2779,1.944
insert,9,2542,1.519
insert,9,2840,1.614
insert,9,3257,1.628
