Type of thread,Thread Id,Number of Operations,LHT Time,Lock Opportunity
find,0,3601,39.992
find,0,5144,49.262
find,0,3612,30.676
find,1,3684,84.053
find,1,4634,95.119
find,1,4292,103.901
find,2,3435,53.756
find,2,5063,75.013
find,2,4305,62.474
insert,0,3678,2.052
insert,1,58845,12.614
insert,2,4694,2.211
insert,3,61683,12.365
insert,3,58323,12.334
insert,3,58807,12.511
insert,3,59565,12.576
insert,4,4102,1.882
insert,4,4764,2.181
insert,4,3293,1.564
insert,4,3874,2.032
insert,5,51257,11.486
insert,5,55604,12.864
insert,5,55204,13.107
insert,5,56373,12.915
insert,6,3284,1.884
insert,6,3725,2.235
insert,6,3780,1.65
insert,6,4313,1.68
insert,7,56150,13.631
insert,7,58517,12.725
insert,7,56967,13.08
insert,7,58904,12.473
