Type of thread,Thread Id,Number of Operations,LHT Time,Lock Opportunity
find,0,3165,44.857
find,0,3576,45.403
find,0,4366,55.256
insert,0,4226,2.474
insert,1,4124,2.119
insert,1,2717,1.89
insert,1,3568,1.799
insert,1,2637,1.365
insert,2,3174,2.315
insert,2,3738,1.721
insert,2,3656,2.727
insert,2,2858,1.828
insert,3,3654,2.337
insert,3,3732,2.229
insert,3,3642,1.731
insert,3,3741,1.751
insert,4,2891,1.748
insert,4,3631,1.847
insert,4,3452,2.135
insert,4,3755,2.422
insert,5,3574,2.265
insert,5,2761,1.85
insert,5,2704,1.905
insert,5,3235,1.74
insert,6,3453,3.372
insert,6,3151,1.974
insert,6,3237,2.617
insert,6,3190,2.574
insert,7,2772,1.611
insert,7,2758,1.498
insert,7,2932,2.481
insert,7,4112,1.924
insert,8,3261,2.132
insert,8,2740,1.913
insert,8,2933,1.761
insert,8,3346,2.244
insert,9,3428,1.684
insert,9,3288,1.73
insert,9,2792,1.859
insert,9,3956,1.896
