Type of thread,Thread Id,Number of Operations,LHT Time,Lock Opportunity
find,0,8000,410.942
find,0,5414,390.039
find,0,5320,400.255
find,1,4048,46.813
find,1,4286,51.017
find,1,3841,57.043
find,2,5467,473.119
find,2,5177,459.2
find,2,5367,461.784
find,3,3920,51.16
find,3,3670,50.557
find,3,4200,53.246
find,4,8018,427.039
find,4,8103,444.651
find,4,7793,417.973
find,5,4312,87.131
find,5,4298,86.119
find,5,4108,77.741
insert,0,168931,32.742
insert,1,5143,2.449
insert,2,141251,33.969
insert,3,4784,1.4
insert,4,159114,30.919
insert,5,4379,2.446
insert,6,157678,31.487
insert,6,148786,32.498
insert,6,157553,29.564
insert,6,174809,37.033
insert,7,4294,3.857
insert,7,4601,2.124
insert,7,3578,2.104
insert,7,3955,2.029
