Type of thread,Thread Id,Number of Operations,Worst Case Time,LHT Time,Lock Opportunity
find,0,105584684,0.021,1667.177,12576.0
find,0,105547613,0.042,1667.083,12576.0
find,0,105561469,0.014,1667.355,12576.0
find,0,105590561,0.253,1667.489,12577.0
