Type of thread,Thread Id,Number of Operations,Worst Case Time,LHT Time,Lock Opportunity
find,0,67314,4.332,6274.167,6239.0
find,0,66918,1.139,6274.266,6249.0
insert,0,28571539,2.936,3246.85,6301.0
insert,0,28571059,2.933,3248.542,6305.0
insert,1,28609015,2.923,3243.15,6301.0
insert,1,28590605,2.926,3246.749,6313.0
insert,1,28611001,2.84,3244.941,6306.0
insert,1,28640757,2.922,3250.453,6297.0
