Type of thread,Thread Id,Number of Operations,Number of Entries,Total Time,Worst Case Time
find,0,14822083,0,0.069,2584.919
find,0,14839896,0,0.061,2581.846
find,0,14578064,0,0.501,2564.917
find,0,14836613,0,0.053,2565.722
find,1,73628,0,3.914,5292.368
insert,0,13564363,13564363,0.065,474.02
insert,0,13532045,13532045,2.487,476.081
insert,0,13594452,13594452,0.056,474.777
insert,0,13543912,13543912,0.051,463.258
insert,1,13564415,13564415,0.052,463.267
insert,1,13550657,13550657,0.045,473.389
insert,1,13550701,13550701,0.046,470.481
insert,1,13547198,13547198,0.059,469.489
insert,1,14379907,14379907,0.058,498.341
insert,1,13523332,13523332,0.056,473.182
