Type of thread,Thread Id,Number of Operations,Worst Case Time,LHT Time,Lock Opportunity
find,0,116966,8.692,10765.745,5275.0
find,1,76429,5.659,10771.276,5160.0
find,1,74551,1.508,10770.291,5162.0
insert,0,26506439,0.028,768.435,5391.0
insert,0,26516734,0.588,769.124,5391.0
insert,0,26511008,0.11,768.579,5392.0
insert,1,26568796,0.055,770.388,5391.0
insert,1,26539814,0.061,769.701,5391.0
