Type of thread,Thread Id,Number of Operations,Worst Case Time,LHT Time,Lock Opportunity
find,0,68170524,8091.31,8091.31,10796.0
find,0,68025724,8087.606,8087.606,10797.0
insert,0,53200826,1542.417,1542.417,10795.0
insert,0,53176463,1541.554,1541.554,10796.0
