Type of thread,Thread Id,Number of Operations,Worst Case Time,LHT Time,Lock Opportunity
find,1,16918617,2.815,7514.632,5387.0
find,1,17671606,2.526,7375.312,5389.0
insert,0,26552829,0.028,769.932,5389.0
insert,0,26585843,0.056,769.863,5389.0
insert,0,26537236,0.103,769.264,5390.0
insert,0,26550136,0.109,769.578,5390.0
insert,1,26563134,1.121,772.226,5389.0
insert,1,26596219,0.11,771.228,5389.0
