Type of thread,Thread Id,Number of Operations,Worst Case Time,LHT Time,Lock Opportunity
find,0,70114,3.337,6272.622,6267.0
find,0,73538,0.904,6273.688,6268.0
find,1,89997,2.682,6271.816,6292.0
insert,0,28561145,2.887,3245.951,6290.0
insert,0,28564905,0.064,3244.113,6295.0
insert,1,28582154,2.868,3241.54,6300.0
insert,1,28594573,2.873,3247.37,6294.0
insert,1,28601988,0.036,3239.438,6306.0
