Type of thread,Thread Id,Number of Operations,Number of Entries,Total Time,Worst Case Time
find,0,30553811,0,0.044,4354.97
find,0,30409411,0,2.112,4365.174
find,0,30638540,0,0.072,4383.049
find,0,30629307,0,0.075,4384.742
insert,0,25416273,25416273,0.049,890.611
insert,0,25414143,25414143,4.791,895.729
insert,0,25435837,25435837,0.089,869.557
insert,0,25441949,25441949,3.542,883.773
