Type of thread,Thread Id,Number of Operations,Worst Case Time,LHT Time,Lock Opportunity
find,0,76437,3.868,10770.771,5164.0
find,0,75009,1.862,10773.01,5152.0
find,1,112997,6.762,10765.475,5269.0
insert,0,26523610,0.593,769.076,5390.0
insert,0,26498616,0.11,768.119,5390.0
insert,1,26527688,0.088,769.471,5389.0
insert,1,26537867,0.061,769.659,5389.0
insert,1,26529819,0.076,769.253,5390.0
