Type of thread,Thread Id,Number of Operations,Worst Case Time,LHT Time,Lock Opportunity
find,0,2682890,0.003,18.703,47462.000
find,0,6379772,0.01,43.382,47462.000
find,0,556973,0.003,4.27,47462.000
find,0,1210559,0.002,8.627,47462.000
find,1,7950425,0.135,46577.711,47462.000
insert,1,8213137,0.051,398.631,47462.000
insert,1,1607215,0.252,86.706,47462.000
insert,1,6611888,0.038,324.09,47462.000
