Type of thread,Thread Id,Number of Operations,Worst Case Time,LHT Time,Lock Opportunity
find,1,735375,0.115,4256.576,49231.000
find,1,5078469,0.125,29171.012,49231.000
find,1,2688041,0.284,15445.553,49231.000
insert,0,590383,0.199,30.346,49231.000
insert,0,2467856,0.161,119.188,49231.000
insert,0,2552980,0.122,123.912,49231.000
insert,0,1234525,0.104,60.39,49231.000
insert,1,480486,0.02,24.41,49231.000
