Type of thread,Thread Id,Number of Operations,Worst Case Time,LHT Time,Lock Opportunity
find,0,2089646,0.156,12819.1,44044.000
find,0,4934716,0.193,29850.893,44044.000
find,1,16350281,0.004,110.049,44044.000
find,1,4100246,0.016,29.097,44044.000
find,1,7271165,0.004,49.933,44044.000
find,1,7415089,0.004,51.641,44044.000
insert,0,3285770,0.145,225.229,44044.000
insert,0,17485487,0.329,908.168,44044.000
