Type of thread,Thread Id,Number of Operations,Worst Case Time,LHT Time,Lock Opportunity
find,0,833116,0.139,4840.866,48952.000
find,0,481122,0.114,2802.572,48952.000
find,0,702812,0.17,2918.463,48952.000
find,1,6411863,0.274,37944.688,48952.000
insert,0,606480,0.112,46.212,48952.000
insert,1,2353658,0.263,135.047,48952.000
insert,1,2432618,0.159,139.753,48952.000
insert,1,2097099,0.252,125.16,48952.000
